user,review,rating
AdhiNeverStop,"Seru, keren, lengkap. Cocok untuk anak2 sekolah. Pengarahan rute sangat baik, hanya pengunjung jangan terlalu memaksakan. Kalau capek istirahat, karena banyak foodcourt",5
Handoko Pramulyo,"Tempatnya lumayan asik, sepi bgt pas weekdays. Bagus buat ajak keluarga main ke sini karena ada bbrapa wahana khusus anak2 juga.",5
Wahyu Ilman,Tempat murid-murid SMK untuk PKL. Semangat mencari pengalaman bekerja. 💪🏼 …,5
Dewi Puspariana,"saya tdk ikut permainan apapun. kondisi fisik tidak memungkinkan. sy hanya duduk di bawah pohon rindang sambil melihat n mengawasi anak2 yg sedang bermain. ada yg renang, ada yg naik permainan lainnya ada yg sedang jln2 beli makanan. terakhir kami beli oleh2. komplit deh di jatim park 1",5
Saiful Malfino,"Tempat edukasi dan juga wisata yang keren, tetap Jatim park 1 kerennn",5
Restu Suryana Al'ala'a,"Tempat rekreasi yang cocok buat keluarga, couple atau yang lagi bulan madu. Banyak wahana yg cocok buat anak2, buat dewasa, toilet ada, mushola ada, food court ada. Banyak spot foto, rumah hantu juga ada, tapi rumah hantunya ga seserem itu …",5
Adelya Widyana,"Tiket weekend 120k (JTP1+museum tubuh)
Tiket weekend 160k (JTP1+museum angkut)
Jadi disini tidak bisa hanya ke JTP1 aja. Tapi harus ke museum tubuh atau ke museum angkut.",5
asfamoet,"Jatim Park 1 ada wahana edukasi, science, sejarah
Wahana bermain anak dan dewasa , ada kolam renang juga …",5
"Lone wolf, introvert","Jatim Park 1 lebih ke edukasi ya,
untuk wahana bermain masih jauh kalau di bandingkan Dufan sama jungle land Bogor... …",4
nabilahbaktir,"udah bayar mahal², belum main diputer² ke museum² ga jelas... belum main dah capek dluan, hampir semua wahana dalam perbaikan 👎🏻👎🏻👎🏻 …",1
Agoes Boedi Santosa,"Obyek wisata dengan wahana permainan dan pendidikan yang lengkap, kreatif sangat cocok untuk liburan anak-anak/keluarga banyak lokasinya tempatnya luas, sambil berwisata sambil belajar, tidak membosankan ramai dikunjungi wisatawan",5
wendy & mila,"Baru kesini lagi sejak 7 tahun yang lalu.perkembangannya sangat pesat dan semakin bagus..banyak pembenahan,wahana baru dengan dibalut edukasi yang fun buat pembelajaran anak.monggo berkunjung kesini bersama anak anda pasti senang.cocok buat anak usia 5-14th.",5
anggita frada,"di jatim park 1 ini bisa main sambil belajar. belajar dari kimia, biologi, fisika, belajar budaya indonesia, sejarah, dan berbagai ilmu lainnya. disini juga bisa main wahana, naik kereta layang, pendulum, roller coaster dan buanyakk sampe gempor. kalo kesini rekomen bawa keluarga, dan aman bawa anak. seru seharian main disini.",5
Nday Pyong,"Jawa timur park 1, wahana permainan yang sangat menarik. Tempatnya bersih dan nyaman. Wahana permainannya juga cukup lengkap. Toilet diarea ini bersih. Selain cocok untuk tempat rekreasi jawa timur park 1 juga cocok untuk wisata edukasi, Karena dikawasan ini ada musium pendidikan dan musium perjuangan.",5
Dwi Imaniar,banyak wanaha baru dari terakhir aku kemari.. mulai yg slow sampai memacu andrenalin banyak spot foto juga.. selain wahana ada edukasi di sini jadi bisa belajar sambil bermain,5
irfan rizky rm,"Theme Park yang tidak terlalu jauh dari Kediri. Tiket yang tidak terlalu mahal (apalagi pada weekday), serta fasilitas umum (toilet, kedai makan, mushala) yang mudah dijumpai. Tempat rekreasi edukasi yang cocok untuk keluarga.",5
Nurul Indah S.,"Seru banget banyak wahana, bisa naik berkali-kali dengan satu tiket. Tempatnya luas juga dan bisa bebas.",5
Lintang Kirani Putri Al Mustofa,"Tempat yg cocok untuk berwisata, bermain dan belajar karna ada banyak wahana bermain dan tempat sekaligus para pemandu yg menerangkan tentang banyak ilmu pengetahuan yang sangat berguna sekali untuk anak2 maupun orang dewasa yg mungkin belum mengetahui ilmu2 tersebut.ohh ya...ada jg museum kendaraan2 yg sudah  tua usianya lho...",5
Ainur Rofiq,"Tempat wisata yang seru dan menyenangkan untuk seluruh anggota keluarga. Selain banyaknya wahana permainan, disini juga banyak sumber pengetahuan bagi anak. Mulai dari rumah adat indonesia, laboratorium fisika, fish park dengan koleksi macam-macam ikan. Rasanya cukup lengkap sebagai tempat wisata keluarga.",4
Reanita Ardana,"Walaupun kesini waktu high season antri wahana ga selama itu kok, cuma ada beberapa permainan yang lagi diperbaiki",5
abi E,"Bagus banget..wahananya keren keren.. kulineran nya murah murah enak.. tempat oleh olehnya lengkap ,komplit murah meriah..hargNya standart dan jangan ragu beli di sini..",5
Bagus Febrianto Legowo,"Wisata wajib bagi yg berwisata ke Jatim khususnya Malang. Wahana nya seru semua, seru bagi semua kalangan. Untuk wahana Rumah Hantu ada beberapa properti yg banyak rusak, perlu diperbaiki. Kemudian untuk wahana Nonton nya bagi saya kurang nyaman, rasanya serba buram dilihat nya.",5
Fachrezi Alfrian Nugraha,"Pelayanan staf arena wahana tidak ramah, khususnya arena sky swinger (7/6/2025) pukul 15.05, dan archery. Tidak ramah karena memberikan respon negatif kepada pengunjung, alih-alih melakukan edukasi dan respon dengan kalimat yang baik",1
Arya Satya,"Jatim park 1 adalah destinasi wisata liburan yang menawarkan banyak wahana di Jatim Park 1 sangat seru, aman, dan menyenangkan, terutama wahana seperti Go Car dan roller coaster. Jatim Park 1 dikenal sebagai Science and Coaster Park, …",5
Diana Puji Lestari,"Overall bagus, nggak cuma ada wahana bermain tapi juga ada wahana edukasi. Waktu ke sana nggak begitu panjang antriannya jadi bisa naik banyak wahana.",5
ramita diyani,"Tiket masuk saat weekend Rp. 120.000 sdh sm museum tubuh .
Ada waterpark, permainannya byk yg fokus kecepatan, ketinggian, yg untuk anak2 juga byk. untuk wahana ,arena bermain sdh bagus. Komplainnya untuk show Rama …",5
Try Asputri Pane,"harga nya 110 weekday saran beli lgsg di traveloka lgsg tukar gelang, lokasi luas jadi mayan pengkor kalo keliling, lumayan jauh dari pintu masuk dan agak ngebingunin kalo mau mesen gojek tapi masih aman",4
Hendri Cahya Wibowo,"Lebih dari 10 tahun lalu ke sini dalam rangka liburan.
Sekarang ke sini dalam rangka tugas juri lomba drumband.",5
Maulidiyatul Karimah,"Masih jadi tempat langganan refresh mulai dari masih sekolah dasar smpe skrg kerja, lengkap wahana/facilities/kolam dsb. Tiket yg menurutku paling terjangkau dan sepadan diantara jtp group lainnya. But, karena kesananya pas weekday ga gitu …",4
REZA,"Tempatnya bagus untuk menuntut ilmu dan bersenang senang, permainan banyak dan seru seru, ada kolam renang juga. Cocok untuk liburan bersama teman atau keluarga🥰 …",5
Tri Sutrisno,"Salah satu wahana terbesar di pulau jawa khususnya di jawa timur, dan banyak pilihan wahana menarik buat boost adrenalinmu, cocok untuk anak2 karna bnyak pembelajaran yg bermanfaat yg bisa di pelajari,dr laboratorium,kesenian …",5
philogonius panca,Wahananya banyak dan keren... Dapat menghilangkan stress...,5
Genteng Nglayur,"Recomended

Sangat nyaman untuk rekreasi keluarga …",5
adik usnanto,"Banyak wahana pengetahuan dan wahana pertanian
Cukup beraih dan banyak food court
Parkiran perlu diatur antara bus dan mobil pribadi",5
dedaun tourism,Tempat wisata edukasi dan bermain yg begitu lengkap dengan wahana permainannya cocok utk anak anak maupun remaja  dan keluarga,5
Etika Rahma Wati,"Wisata sekaligus tempat mencari ilmu untuk anak usia sekolah hingga dewasa, banyak tempat makan dengan harga ramah di kantong, recommended🌈🌈🌈 …",5
Devan Cendekia,"Permainan cukup banyak dan menantang, tiket masuk relatif terjangkau dengan arena yang luar biasa besarnya. Toilet cukup banyak dan bersih, untuk permainan anak2 banyak yang tidak termasuk tiket terusan. Harga makanan dan oleh2 juga relatif terjangkau.",5
Cleopatra Xenacha,"Kalau dibanding jatim park 2. Aku pribadi prefer disana. Ada perbedaan mencolok sih diantara keduanya. Di jatim park 1, qt berasa lagi ke PP IPTEK tmii plus diorama rumah adat indonesia. Ruang atraktif di bidang kimia. Fisika. Biologu …",5
Ebiet Abdu Mubarok,Pertama kali ke Jatim Park 1 dan seru sih. Kebetulan kemarin karena dapat rekreasi gratis sekantor. …,5
Refiana,"Tempatnya luas, bersih, sejuk dan nyaman bgt. Selagi bermain, kita diajak belajar juga. Asik dan cocok bgt untuk yg mau bawa keluarga atau teman. Harga tiketnya tidak terlalu mahal, karena sudah include naik wahana dan museum tubuh bagong. …",5
Teguh Santoso,"Tujuan Wisata & tempat Rekreasi lokal, Lumayan buat refreshing, anak lumayan terhibur & fun, ada Wahana bermain, Cinema 3D, saran agar upgrade wahana yg ada, ditambah variasi, icon2 edukatif, spy pengunjung makin antusias.",4
DIAN kasa,"Tempat rekreasi dan edukasi. Yang paling saya suka adalah kolam renang nya. Anak-anak bisa Berjam jam main air. Wahana permainan juga paling banyak dibandingkan JP 1 dan JP 2. Harga makanan memang agak mahal maklum di tempat wisata, tapi …",5
Ficay r,Wahananya beragam sesuai dg harga tiket masuk. Makanan di kantin banyak pilihannya tapi harganya sedikit mahal. Toilet banyak dimana2 dan bersih tapi ada beberapa yg tidak bisa dipakai. Jangan kesini waktu musim hujan krn wahana ditutup,4
Zamzabila Abdillah,"tempat yang asik untuk liburan bareng teman-teman atau keluarga.
daya tarik utama di JTP 1 adalah wahana permainannya yang menantang. tapi banyak juga kok wahana yang ramah anak. apalagi ada kolam renang yang cukup besar. …",5
Intantia13,Tiket masuknya bukan lg beli diloket tapi ad kyk tmpt duduk yg dilayani mbak2. Tiket masuk untuk weekday bisa memilih jatim park 1 atau jatim park 1 dg museum tubuh. Kalau untuk weekend tiket terusan dg harga 120rb. Awal disuguhin ttg …,4
011_Devi Ayu Nurqoyumah,"Sangatt recommend bgt buat liburan akhir pekann, aku hari Senin kesana pun juga rame bgttt. Banyak wahana seru² dan juga bisa nambah ilmu pengetahuan ttg sejarah, organ tubuh dll. Permainannya juga sangat seru dan banyak pilihannya pokoknya sangat recommend bgt buat liburan kesana bareng keluarga maupun pcr hehee",5
REGAN FARUQ WIDYADHANA FIRJATULLAH,"Kesini pas rame banget, harga parkir big bus 30.000",4
Fadilatul Ummah,"Sayang sekali waktu kesini cuaca tidak mendukung. Hujan dari pagi, alhasil gak bisa menikmati wahana yg ada, karena kl hujan permainan di luar gak beroperasi.",5
ana cantik,"sesuai ekspektasi banget tempat nya, kemarin aku kesana harga tiket masuk nya per orang 110k itu udaa termasuk naik wahana sepuasnya. dan untuk makanan dan minumannya juga rekomen banget murah² g begitu mahal. buat kalian yang mau kesini langsung aja dijamin g akan nyesel kok karna tempat nya melebihi ekspektasi kita🤗 …",5
Umainah Abdat,"Bagus. Harga masuk 115 rb.
Panas. Wajib bawa kaca mata dan topi.
Mainan nya seperti yg ada di dufan.
Tpi lebih adem.",5
Hi Sense,"Ventilasi udara untuk wahana indor bersejarah dan gelap sirkulasi udara tidak bagus. Berdebu bikin batuk. Perlu d tambahkan metode pembayaran untuk d dalam area, terutama mamin, seperti debit/pembayaran online berbasis aplikasi/QR code.",4
Mysyaa,"Jtp 1 emang pas bgt buat seru seruan sama temen.. bisa teriak” bebass, dari jaman aku sd sampe kerja nih doyan baget ke jtp gada bosennya, btw banyak fasilitas yg diperbaiki pas kemaren kesana. Jd seneng gitu liatnya,, dulu banyak yg rusak skrng udh bagus” lagii jd pengen lagii",5
Jusak Kumala,Tempatnya kotor dan tidak terawat. Banyak wahana yang rusak sehingga tidak bisa dipakai. Dengan tiket masuk sebesar 120rb yg harus dibeli saat weekend sangat merugikan pembeli. Tiket masuk teraebut digabung dengan museum tubuh bagong di …,1
Elsa Sabila,"Tempat yang cocok untuk rekreasi sekolah, Keluarga maupun bersama teman. Banyak wahana yg bisa dicoba mulai yg ez sampai ekstream. Ada museumjya juga jadi yg gasuka naik wahana bisa muter² sampek cape🤣🤣 …",5
Dyah Arma Wilujeng,"Super super seruuuuuuuu
Bisa skalian bakar kalori karena super luas hehe
Buat triak sepuasnya karena lagi sebel juga seru karena wahana menantang sekali …",5
Aisyah rahmaa nauraa,"Jatim Park 1,adalah salah satu arena rekreasi keluarga yang paling pas,selain tempatnya yang dingin yaitu dikota batu,malang.harga tiketnya pun cukup lumayan murah, disana kalian bisa menikmati berbagai wahana yang sangat seru.dan kita juga …",5
Ilfa Rosidah,Tempat wisata di kota batu malang yang sangat cocok untuk seru seruan bareng teman teman. Banyak wahana wahana yang wajib untuk dicoba dan menguji nyali :v ada kolam renangnya juga. Cocok deh buat rekreasi bersama keluarga juga dan cocok untuk berbagai usia. Terdapat juga wahana wahana yang memang diperuntukkan untuk anak anak,4
M Naufal F.R,Untuk tempatnya bagus wahananya juga seru semua apalagi view buat aquarium ikannya,5
Hasyim Gustam,"Tempatnya luas - Wahana permainan banyak - tempat bersih - ada mushola ketika hari jumat berkunjung juga diadakan sholat jumat.
Recommended.",5
VADJAR Lazuardi,Berbagai wahana ada disini. Mulai dari yg bikin heppy sampai yg bikin jantungan. Seru abis pokoknya,4
zainal arif,"Tiket masuk dibandingkan dengan banyaknya wahana hitungannya cukup murah , tapi di tempat makan nya banyak Lalat , perlu team khusus untuk penanganan lalat",4
rafikho syawalin,"seruuu buat belajar, bermain, dan berpetualang ada wahana buat anak-anak dan dewasa semuanya lengkap!",5
Hery Wur,"Kesini tgl 18 Januari 2022 bersama anggota klg yg semuanya dewasa.
Fasilitas rekreasi yang ada cukup banyak tetapi tingkat kepuasan pengunjung tentu saja berbeda tergantung interest-nya masing-masing. …",1
Keke myarin,"Pandemi memang berpengaruh ya ke semuanya, padahal dulu gak ada sepinya nih tempat,,, sekarang jadi agak sepi karna pandemi. Lengkap banget wahana2nya mulai dari untuk anak2 sampai untuk orang dewasa, mantabz deh pkoknya",5
UmmiRaisa Collection,"Tempat wisata keluarga, banyak wahana edukasi, wahana bermain jg.
Area luas banget, saran saya pakai alas kaki yg nyaman ya 😄 …",5
Agung Setiono,"Manajemen nya tidak ketat dalam penerapan prokes nya..

Masih banyak yg bermain dalam wahana tanpa memakai masker dan berdesak2an, dan …",1
Rizky Ayu,"akhirnya kesini lagi setelah beberapa tahun berlalu. mainannya cukup terawat ya, tapi ada yg ngga beroperasi.
kalau kesini jgn lupa oke sunblock sama sunscreen, karena meskipun malang dingin …",5
Zora Pradinata,Salah satu wisata yg rekomen banget buat kalian kunjungi 🫶 …,5
Sita Rahma,"Banyak wahana ekstrem baru, bagus untuk tantangan! Wahana untuk anak anak juga lumayan lengkap, sebaiknya beli karcis melalui online, bisa menghemat uang",5
Esti S. Arum,"Kalau suka naik wahana, Jatim Park 1 ini pilihan yang pas karena disini ada banyak wahana yang seru. Kesini pas high season jadi ya rame, tapi masih bisa menikmati permainan disini. Setelahnya ke Museum Tubuh yang sangat edukatif.",5
Haris Tiana,"Wahana bermain sambil belajar. HTM 100rb untuk weekday dan 120rb utk weekend, tiket sudah termasuk ke museum tubuh.",5
Zai Yuo,"Tempat rekreasi favorit dari kecil,apalagi sekarang makin tertata rapi,bersih,toilet bnyak dan bersih,wahana makin bnyak,butuh waktu seharian dsini dan gak bikin bosan",4
Viska,"Tempat belajar ilmu ilmiah & wahana rekreasi..

Tiketnya bisa beoi dengan terusan ke tempat lain yang satu grup.",5
Vie Fairish,"Masih banyak permainan yg beluum di explore saking luasnya, 1hari kayaknya masih kurang",5
Gale Ligiro,Jauh jauh dari bali Akhirnya kesampaian juga pergi kesini 🥹 …,5
wahyu susilojati,Kalo dibandingin dufan emang kalah besar tapii.... ga kalah seru kok apalagi kalo disini bisa mainan semuanya apalagi kalo weekdays. Kalo dufan palingan 6-7 permainan. Buat harga cukup murah dan makanan disini juga murah. Lokasinya strategis.,5
Ronny sintul,Selain ekonomis tempatnya terawat bisa bermain sambil belajar sejarah..,5
Rafa Subhan,"Memang seru sih tapi baju basah ku yang tas hijau ketinggalan disitu pengen ambil udah telat ,tolong kasih fasilitas rak barang hilang",4
Dewi Ashariii,Harus datang pagi2 ya... Walaupun gak sebesar Jatim Park 2&3 tapi di sini jga seru bgt.... Dan harganya jga bersahabat di kantong jga ramah di kantong rekreasi keluarga..,5
Binti Muslimah,kesini liburan sekolah kemarin sama anak  aku .  rencana liburan hari Raya mau kesini lagi,5
Muhammad Azmi,"Di jatim park 1 ini kita bisa masuk ke museum tubuh yang penuh dengan pengetahuan tentang tubuh kita, juga ada pemeriksaan gratis utk mata, asam urat, gula darah dll. Setelah masuk museum tubuh kita masuk ke wahana jatim park 1 didalamnya …",4
Adhi Cahyono (Acken),"Belajar budaya yang beragam di Indonesia. Liat Macam-macam kerajaan, suku, dan banyak lagi yang lain. Luar biasa.
Ditambah masuk ke Museum Tubuh, kita belajar bagian-bagian tubuh manusia, dari …",5
Melly Rahma,"Pas banget buat liburan bersama keluarga,  dengan wahana yang sangat menarik menyenangkan dan sambil belajar juga loh seperti museum tubuh, biologi kimia dll.",5
Coco Eric,"Salah satu wisata terbaik di kota batu. Pemandangan yang indah, suasana yang asri & nyaman. Ditambah wahana yang awesome sangat cocok untuk mengisi weekend dgn teman & kluarga.",5
VIVIE NURMALA SARI,"Keren...tempatnya seru. Bagus buat pendidikan karena ada musem tubuhnya,( jadi kita bisa mengetahui ohh seperti ini bntuk tubuh kita bgtu ), wahananya banyak, banyak makanan, oleh2 nya juga banyak, dan Pingen kesini lagi...😂😂😂😂🙏 …",4
Lina Maesari,"Bertemakan Science banyak spot yang berkaitan dengan berbagai macam uji coba science. Banyak wahana permainan yang beragam, wisata air, spot for kebudayaan dan peragaan dance oleh crew didepan pintu masuk",5
Dian Andriany,"Selain wahana extreme, ada waterboom dan area belajar berbagai tema. Tema sejarah, budaya indonesia dll. Kuatin kakinya ya.",4
Mendreng Heriyanto,"Tempat yg bagus buat berlibur...tempatnya luas banyak arena bermain,, bisa seharian disini kalau gak capek",5
naila rahma,"Akhir pekan dan setelah libur nasional cocok banget waktunya buat yang weekday kerja tapi pengen liburan yang ga terlalu padat orang hohoho
Aku saranin beli tiket online",5
Fakhrul Rozi,Wow banget deh rugi kalau ga kesini.. Semua menarik cocok untuk santai dan wisata keluarga,5
Yezi Novia,"Tempat yang menarik untuk berlibur. Wahana edukasinya bagus ada rumah adat berbagai daerah di Indonesia, science, dan sejarah. Dan wahana permainannya juga oke. Tempat makan di dalamnya juga enak",5
Indah Yuliatin,Bagus karna ada wahana bermain dan wisata edukasi tentang suku bangsa di Indonesia,5
Hamka,"Salah satu pilihan destinasi wisata. Sangat menyenangkan terlebih aaat ini sudah banyak arena permainannya... Dan pintu keluar sudah diatur seperti di wisata candi Borobudur, harus melewati lapak lapak penjual makanan dan oleh oleh",5
Luthfiana G. Safitri,"Sebanding dengan harga tiketnya, puas main di sini. Yang menarik itu rumah kaca trus sama yang percobaan2 science itu. Bagus untuk edukasi anak2. Luas banget, puas keliling sampe kaki gempor hahaha",5
Buchori Waya Nihan,"Jawa Timur Park I atau sering disebut JatimPark 1 adalah salah satu destinasi wisata populer yang ada di daerah Kota Malang, Kabupaten Malang dan Kota Batu.
Ada banyak jenis tipe tiket masuk yang ditawarkan. …",5
Fitri Hapsari,"Jatim Park 1 piknik untuk keluarga. Satu  lokasi sama dengan museum tubuh. Ada miniatur dan replika sejarah. Ada miniatur candi jg. Permainannya bagus juga, sdh banyak spot baru untuk keluarga. Cocok untuk anak anak dan remaja, roller coaster keren ya, recommended",4
A- Rp.,"Salah satu tempat wisata yang wajib di kunjungi saat kalian liburan ke malang.
Di Jatim Park 1 kalian bisa bermain sambil mengenal dan belajar beberapa sejarah Indonesia selain itu kalian juga bisa bermain beberapa permainan sains dan teknologi ...",5
Imran Fahrudin,"Meski sdh ada jatim park 2 dan 3, tempat ini sangat recomended deh buat teman2 yg berkunjung ke batu malang. Banyak spot foto menarik, ada wahana juga, dan tiket masuk tidak merobek kantong..",5
Hervin,"Nggak tau udah berapa kali ke sini, nggak pernah bosen sama wahananya. sayangnya kemarin lagi hujan jadi nggak begitu seru soalnya banyak wahana yang nggak bisa beroperasi",5
Kristina Yanuarti,"Tempat rekreasi utk menambah pengetahuan anak anak yang lumayan lengkap, petugasnya cukup tanggap dan ramah",5
Muhibbatul Ma'rifah,"Pengalaman paling menyedikan kesini pas lagi hujan, jadi agak ga seseru. Pernah juga pas lagi musim panas yakin sih tambah seru, bagus banget kedukung sama cuaca. Udah ke 5 kali-nya kesini, dan ga pernah bosen sih. Hafal juga rutenya jadi …",5
Juang Rahmadillah,"Nemenin keponakan (wkwkwkk keponakan ketemu gede) bermain, tapi saat itu banyak banget wahana yang sedang direnovasi.
Padahal keponakan saya pengen banget bermain wahana yang memacu adrenalin. Huft. …",5
Filzah Putri Nabilah Insyirah,tempatnya cocok untuk rekreasi bersama teman maupun keluarga. terdapat banyak pengetahuan serta wahana seru🤩 …,5
Rahmat Saleh,"Tempat wisata edukasi ilmu pengetahuan dan juga tempat rekreasi digabung menjadi satu, rekomended sekali untuk mengajak anak2 anda kesini. Fasilitasnya lengkap ada pasar tradisional yg menjual aneka suvenir maupun makanan lokal dan hotel tempat menginap jika teman2 merasa mencari lokasi yg tidak jauh dari tempat hiburan batu",5
Bayu Indria Widiatmoko,"Tempat rekreasi yang lengkap untuk keluarga.. Selain terdapat wahana permainan dan waterpark yang memanjakan anak2, kita juga disuguhkan oleh pengetahuan tentang berbagai ilmu dan budaya nusantara. Untuk tiket lebih murah membeli lewat aplikasi online. Weekday 65k, weekend 95k.",4
Shella P,Kesini untuk ke museum organ tubuh. Recommended place 😍 …,5
debby Fanggidaej,Wahana2 nya seru.. banyak resto juga. Banyak satwa2 dan menarik. Bagus tuk edukasi anak2.  Ada wahana bbrp kolam renang dan taman bermain.,5
firdaindahhh,"udah beberapa kali kesini dan setiap kesini banyak sekali perubahannya jadi pangling, beli tiketnya di traveloka biar bisa pilih pake terusan atau engga, soalnya kalau beli offline langsung di loket wajib terusan ke museum tubuh or museum angkut",5
Andari Rahmadhani,"Sangat mengedukasi tempat-tempat nya,permainannya seru-seru sampe bikin saya pusing,bersih,kamar mandi cukup bersih,sayangnya waktu kesana ada bbrp wahana yg sedang diperbaiki",4
Rahmad Hidayat,"Tempat yangg cocok untuk healing. Sama keluarga. Sama ayanngg cocok. Untuk kelengkapan nya sangat lengkap. Misal soal makan tempat hiburan spot buat foto.
Saya bilang begitu,karna sering berkunjung😊 …",5
Arif M,"Wisata edukasi dan permainan yang lengkap, cocok membawa putra putri anda utk bljr dan bermain disini. Siapkan pakaian ganti jika ingin menikmati berenang. Fasilitas lengkap dan bersih. Cuma kalau hujan, akses jalan sebaiknya diberikan peneduh utk kenyamanan pengunjung.",5
Zharfan Muhammad Abdillah,"Tempat wisata yang asik, banyak edukasi yang di dapatkan dan banyak sekali wahana anak anak dan orang dewasa,  dengan tiket terusan 100k weekdays (harga baru) …",5
Yanuar Toni Pradana,"Jawa Timur Park 1, merupakan tempat wisata yang memadukan wahana rekreasi keluarga dan taman belajar yang bisa dinikmati bersama. Jatim Park 1 berada di Kota Batu, sekitar 20 km dari kota Malang, Jawa Timur. Masuk kelokasi wisata ini kita …",5
Hasika Rimai,Wahana permainannya sangat asyik dan menantang.. ada juga yg buat anak kecil. Dan yg paling unik adalah sebelum kita masuk ke wahana permainan kita akan melihat tempat-tempat edukasi yg sangat baik untuk pengetahuan kita. Jd yg awalnya saya …,5
Tukang Rivew jujur,"Jangan kesini pas liburan anak sekolah dibulan mei-juni
Full lautan manusia malah bikin pusing kaaan.",5
Master-K,"High Season Lebaran 2025, Saya naik kendaran umum dari surabaya. Saya dan istri bawa @ 1 ransel karna menginap semalam di Pondok Jatim Park. Hari ke 1 kami ke museum Angkut. Hari ke 2 kami ke Jatim Park 1 dan check out dulu dari hotel. …",1
